timestamp,open,high,low,close,volume
2024-01-26 15:55:00,186.6200,187.4100,186.5700,187.3700,637918
2024-01-30 12:15:00,187.4550,187.4550,187.3400,187.3900,19349
2024-01-29 08:25:00,187.6100,187.9000,187.6000,187.6200,347
2024-01-22 19:50:00,173.1000,173.1000,173.1000,173.1000,30
2024-01-26 11:25:00,187.9100,187.9300,187.7300,187.8850,63156
2024-01-24 06:45:00,174.8100,174.8100,174.8100,174.8100,1
2024-01-31 07:45:00,187.9600,187.9600,187.9400,187.9400,3
2024-01-24 14:55:00,174.1100,174.1400,173.8700,173.9450,51673
2024-01-18 14:05:00,166.1100,166.2600,166.1000,166.2400,15289
2024-01-18 10:15:00,165.2640,165.4000,165.1800,165.2150,29200
2024-01-22 14:25:00,172.8200,172.8600,172.7800,172.8100,24438
2024-01-22 06:15:00,172.0400,172.0400,172.0400,172.0400,2
2024-01-16 19:40:00,166.7500,166.9400,166.7500,166.9400,20
2024-01-30 18:10:00,186.9000,187.8700,186.9000,187.8700,205
2024-01-16 08:55:00,165.3800,165.4400,165.3000,165.3600,227
2024-01-26 05:00:00,189.5800,189.7600,189.5800,189.7600,25
2024-01-23 09:55:00,173.7400,173.9000,173.6200,173.7900,32376
2024-01-12 16:05:00,165.6400,165.8000,165.6000,165.6000,748
2024-02-01 11:30:00,184.6730,184.7500,184.6200,184.6800,35771
2024-01-12 15:35:00,165.2950,165.4100,165.2900,165.3850,49422
2024-02-02 10:00:00,186.4600,186.7100,186.4300,186.5300,41254
2024-02-01 14:50:00,186.8300,186.9000,186.8100,186.8180,22095
2024-02-01 06:40:00,184.2600,184.4000,184.2600,184.3500,33
2024-01-29 04:00:00,187.3900,187.6200,187.3900,187.4000,26
2024-01-12 07:25:00,162.0000,162.2000,161.9600,162.0400,258
2024-01-24 04:00:00,175.0000,175.0000,174.6100,174.9900,174
2024-01-17 16:05:00,166.0800,166.0800,166.0800,166.0800,1913
2024-01-23 12:25:00,173.3500,173.4000,173.2700,173.2750,20229
2024-01-16 06:10:00,165.2700,165.2700,165.2600,165.2600,23
2024-01-23 16:55:00,174.1950,174.5800,174.1800,174.4500,746
2024-01-29 10:25:00,187.1200,187.2500,187.0310,187.2200,34538
2024-01-26 19:00:00,187.4200,187.4200,187.4200,187.4200,1219982
2024-01-19 11:35:00,169.9100,169.9810,169.7600,169.8450,29762
2024-01-23 18:20:00,174.4800,174.4800,174.4200,174.4800,37
2024-01-25 15:05:00,189.8900,189.8900,189.5900,189.5900,236821
2024-01-24 17:05:00,182.5000,182.6600,182.0100,182.2800,12961
2024-02-02 04:15:00,187.4800,187.5200,187.4800,187.5200,8
2024-01-30 13:50:00,186.8920,187.0070,186.8700,186.9150,27627
2024-01-22 16:05:00,172.9100,173.0000,172.8300,173.0000,625
2024-02-01 18:35:00,187.0700,187.4100,187.0700,187.4000,1881
2024-01-26 07:45:00,190.8200,190.8200,190.8200,190.8200,50
2024-01-12 12:15:00,164.2000,164.2800,164.1470,164.1500,57122
2024-01-16 04:25:00,165.4800,165.4800,165.4800,165.4800,27
2024-01-25 06:30:00,186.4000,186.4900,186.3200,186.4900,729
2024-02-02 18:20:00,185.7300,185.7300,185.6500,185.6500,8
2024-01-12 17:15:00,165.8000,165.8000,165.8000,165.8000,67
2024-01-29 07:55:00,187.9800,187.9800,187.8000,187.8900,452
2024-01-24 16:20:00,183.7900,183.8800,173.9300,182.2900,82348
2024-01-12 09:05:00,162.0700,162.1200,162.0400,162.0400,65
2024-01-18 15:15:00,166.7100,166.7400,166.6600,166.6600,26028
2024-01-30 16:45:00,186.5590,187.8700,186.5200,187.8700,39571
2024-02-02 17:45:00,185.9000,185.9000,185.4100,185.4100,19
2024-01-16 18:30:00,166.9600,167.1100,166.9600,167.1100,689824
2024-01-12 12:40:00,164.4900,164.6500,164.3700,164.6000,40536
2024-02-02 09:35:00,186.3100,186.5060,186.0600,186.4500,45594
2024-01-22 11:05:00,172.5200,172.9300,172.4700,172.9300,38833
2024-01-18 07:05:00,166.3600,166.3600,166.2100,166.3400,40
2024-01-29 19:55:00,187.0700,187.1300,186.9200,187.1300,146
2024-01-31 10:55:00,186.6400,187.0000,186.6000,186.7500,33674
2024-01-18 07:50:00,166.2600,166.3500,166.2500,166.2500,134
2024-02-01 06:15:00,184.2600,184.2600,184.2600,184.2600,4
2024-01-24 08:30:00,175.0500,175.0900,175.0000,175.0000,457
2024-01-31 14:45:00,185.1100,185.2800,184.8700,184.8790,48523
2024-01-31 06:35:00,186.8300,186.8300,186.8300,186.8300,1
2024-01-31 05:00:00,187.0500,187.0500,187.0500,187.0500,1
2024-01-19 17:30:00,171.7400,171.7400,171.7400,171.7400,25
2024-01-25 13:50:00,191.7800,191.7800,191.1600,191.1600,160908
2024-01-22 10:40:00,173.2600,173.2650,173.1000,173.1500,39803
2024-02-02 11:35:00,186.3500,186.3500,186.1800,186.3000,39704
2024-02-02 05:25:00,187.1600,187.1600,187.1600,187.1600,1
2024-01-25 07:40:00,186.4800,186.4900,186.4100,186.4900,356
2024-01-29 17:10:00,187.1400,187.1400,186.7500,186.7500,18
2024-01-16 11:00:00,166.6200,166.6200,166.1300,166.2050,148092
2024-01-26 14:00:00,186.9710,187.0650,186.7250,186.9600,78147
2024-01-19 14:10:00,170.9350,171.1200,170.9000,171.0700,61585
2024-02-01 07:05:00,184.5100,184.5200,184.5100,184.5200,9
2024-01-25 10:50:00,194.3500,195.3600,194.3200,194.8300,533169
2024-01-12 11:50:00,163.7300,163.7650,163.6570,163.7650,19436
2024-02-02 08:45:00,187.6000,187.6000,187.2900,187.4900,202
2024-01-31 12:00:00,185.8000,185.9400,185.7850,185.9400,31126
2024-01-17 13:30:00,165.6200,165.7300,165.6000,165.6700,28949
2024-01-16 14:00:00,165.8350,165.9500,165.6100,165.6200,36357
2024-01-29 13:00:00,186.4230,186.4400,186.3300,186.3600,26467
2024-01-19 18:20:00,171.6000,171.6000,171.6000,171.6000,1
2024-01-22 11:30:00,172.5700,172.5800,172.4350,172.5400,41443
2024-01-17 12:20:00,167.0220,167.0350,166.9100,166.9200,31938
2024-01-16 15:10:00,166.1900,166.2500,166.1750,166.1800,29634
2024-01-24 09:20:00,174.7500,174.9900,174.6100,174.9900,2909
2024-01-17 16:50:00,166.0500,166.0800,166.0500,166.0800,2
2024-01-17 08:40:00,166.5800,166.6300,166.4800,166.4800,587
2024-02-01 14:05:00,186.6400,186.7600,186.6000,186.7590,20560
2024-01-24 11:20:00,173.7800,173.9600,173.6500,173.6500,42901
2024-01-22 07:50:00,172.3300,172.4200,172.3300,172.4100,151
2024-02-02 04:35:00,187.3500,187.4300,187.3500,187.4300,5
2024-02-02 12:45:00,185.7000,186.0000,185.6150,185.8800,25273
2024-01-31 08:00:00,187.2700,188.3400,187.0000,188.0900,875
2024-01-25 19:35:00,189.6900,189.7000,189.5400,189.6100,68
2024-01-19 10:00:00,170.0900,170.1600,169.4200,169.8100,80458
2024-01-17 11:30:00,167.5300,167.6700,167.5200,167.6660,35263
2024-01-31 15:55:00,183.7200,183.8600,183.4700,183.5900,508561
2024-01-22 08:40:00,172.2800,172.5000,172.2700,172.2800,590
2024-01-31 16:10:00,183.6600,183.9700,182.8700,182.9400,3147625
2024-01-29 18:20:00,187.0800,187.0800,187.0800,187.0800,200
2024-01-23 15:00:00,173.7400,173.7400,173.6300,173.7050,29214
2024-01-17 09:30:00,166.7900,167.5100,166.1370,166.3300,155863
2024-01-24 12:10:00,173.6450,173.7000,173.4790,173.5650,43376
2024-01-25 06:50:00,186.5200,186.8900,186.5200,186.7800,182
2024-01-19 07:55:00,170.3600,170.6100,170.2900,170.5700,1327
2024-01-16 19:20:00,166.8900,166.9500,166.8900,166.9500,31
2024-01-19 13:00:00,170.5100,170.5200,170.3200,170.4550,80539
2024-01-25 05:40:00,187.3600,187.3600,187.0000,187.0700,194
2024-01-19 04:35:00,167.4000,167.4000,167.3900,167.3900,18
2024-01-29 09:00:00,187.2500,187.2600,187.2000,187.2000,1160
2024-01-19 19:30:00,171.5600,171.6000,171.5600,171.6000,20
2024-02-02 15:00:00,187.0800,187.0900,186.8600,186.9800,24195
2024-01-12 16:25:00,165.7900,165.7900,165.6600,165.6600,18
2024-01-31 13:10:00,185.1700,185.1800,185.0500,185.1400,69659
2024-02-01 15:15:00,187.1800,187.3900,187.1500,187.3600,54329
2024-01-19 06:00:00,168.8100,170.8300,168.8100,170.2400,12405
2024-01-24 17:30:00,186.1300,186.7200,185.7000,186.4500,57297
2024-01-30 13:25:00,187.3800,187.5720,187.3000,187.3350,34057
2024-02-02 16:55:00,185.9000,185.9000,185.7800,185.7800,24
2024-02-01 11:05:00,184.8400,184.9000,184.6300,184.7800,44677
2024-01-23 19:10:00,174.6700,174.6800,174.6700,174.6700,105
2024-01-18 19:45:00,166.8500,166.8500,166.8400,166.8400,11
2024-01-30 04:05:00,187.4000,187.4000,187.4000,187.4000,40
2024-01-16 07:00:00,165.5000,165.5100,165.3500,165.4900,101
2024-01-23 17:45:00,174.3500,174.4000,174.2100,174.4000,484
2024-01-16 13:45:00,166.0200,166.0400,165.9200,165.9300,51122
2024-01-31 09:10:00,186.8600,186.9500,186.8400,186.9500,2296
2024-01-31 13:55:00,185.0130,185.0750,184.9100,184.9450,25389
2024-01-16 05:35:00,165.1700,165.2200,165.1500,165.1500,165
2024-01-22 14:50:00,172.8490,172.8850,172.8050,172.8700,20092
2024-01-22 06:40:00,171.9900,171.9900,171.9900,171.9900,2
2024-01-24 05:10:00,174.9500,175.1000,174.8500,175.1000,638
2024-01-26 18:10:00,187.1300,187.1300,187.1000,187.1000,104
2024-01-30 17:35:00,186.8700,187.0000,186.8700,187.0000,582
2024-01-30 04:50:00,187.0000,187.0000,187.0000,187.0000,10
2024-01-26 12:35:00,187.9600,187.9600,187.4600,187.5750,77690
2024-01-24 13:20:00,173.5100,173.7000,173.4800,173.6600,51988
2024-01-26 04:25:00,189.6300,189.6300,189.5800,189.5800,445
2024-01-22 14:05:00,172.9100,172.9300,172.8600,172.8800,14299
2024-01-23 13:35:00,173.1700,173.3000,173.1700,173.3000,20814
2024-01-31 17:20:00,183.6000,183.6600,183.6000,183.6300,533
2024-01-30 09:25:00,186.7900,187.6500,186.6550,187.5400,2996
2024-02-01 07:50:00,184.6200,184.6800,184.6100,184.6600,134
2024-01-29 08:45:00,187.4800,187.6500,187.1860,187.1860,3112
2024-01-25 18:25:00,189.9000,190.1800,189.8200,189.8300,661
2024-01-31 18:10:00,183.8000,183.8000,183.7000,183.7000,22
2024-01-26 16:05:00,187.3100,187.4000,187.2300,187.2300,746
2024-02-02 18:35:00,185.6500,185.6500,185.6500,185.6500,5
2024-02-01 04:10:00,184.3600,184.4000,184.1500,184.1500,139
2024-01-29 12:25:00,187.2020,187.3200,187.1300,187.1370,26514
2024-01-16 10:05:00,165.7350,166.0000,165.6900,165.9400,66994
2024-01-31 04:05:00,187.7000,187.8000,187.7000,187.7900,62
2024-01-30 07:45:00,186.9400,187.0600,186.9400,187.0600,28
2024-01-17 09:25:00,166.3000,166.9300,166.1200,166.7300,1949
2024-01-22 13:35:00,172.9360,172.9600,172.8300,172.8550,17590
2024-01-17 08:55:00,166.3800,166.4000,166.3800,166.4000,135
2024-01-16 16:45:00,167.0000,167.1600,167.0000,167.1600,137
2024-01-24 04:15:00,174.9200,174.9900,174.9200,174.9500,121
2024-01-29 19:35:00,187.0000,187.0000,186.8700,187.0000,302
2024-01-19 16:15:00,171.4800,171.7800,170.5900,171.6200,309
2024-01-18 10:35:00,165.6100,165.8740,165.5900,165.7500,36187
2024-01-25 12:35:00,193.1000,193.1200,192.2500,192.4000,264036
2024-01-23 19:50:00,174.2000,174.7800,174.2000,174.7800,37
2024-01-19 15:45:00,171.1850,171.3580,171.1800,171.3100,154163
2024-01-23 12:05:00,173.3300,173.5000,173.3250,173.5000,26753
2024-01-12 14:45:00,165.2000,165.2000,165.1000,165.1850,32400
2024-01-12 10:15:00,163.1900,163.3200,163.0200,163.0600,28217
2024-01-18 06:20:00,166.0100,166.0100,165.9800,165.9800,30
2024-01-26 18:50:00,187.2500,187.2500,187.2200,187.2200,13
2024-01-30 15:10:00,187.4950,187.7450,187.4850,187.6500,38224
2024-01-26 04:45:00,189.4200,189.4200,189.4200,189.4200,4
2024-02-01 15:35:00,187.3150,187.4800,187.3150,187.4550,57617
2024-02-01 06:20:00,184.2700,184.2700,184.2600,184.2600,9
2024-01-26 19:20:00,187.2200,187.2500,187.2100,187.2500,5
2024-01-25 10:25:00,193.2700,193.3200,192.4800,193.0900,606849
2024-01-19 04:55:00,167.3800,167.3800,167.3800,167.3800,1
2024-01-18 12:45:00,166.3000,166.4300,166.3000,166.3500,14921
2024-01-16 12:15:00,166.4800,166.5200,166.3350,166.3350,36848
2024-01-19 13:35:00,170.7200,170.8400,170.6600,170.7150,41887
2024-01-24 18:20:00,188.4000,188.4900,188.0200,188.1300,5018
2024-01-22 10:55:00,172.7300,172.8600,172.6400,172.7100,59377
2024-02-02 13:00:00,186.3900,186.5100,186.2900,186.4400,31956
2024-01-30 14:40:00,187.0020,187.2300,186.9400,187.1800,28556
2024-02-02 14:05:00,187.0100,187.1100,186.9000,187.0150,25832
2024-02-02 12:30:00,186.3400,186.3900,186.1300,186.1300,23454
2024-01-19 14:05:00,170.9390,170.9600,170.8900,170.9400,42387
2024-02-02 09:55:00,186.1500,186.8800,186.1400,186.3510,84764
2024-01-30 16:25:00,187.5500,187.8000,187.2500,187.2500,1413
2024-01-31 09:05:00,186.8600,186.9500,186.8600,186.9500,289
2024-02-01 08:40:00,184.1800,184.2000,184.0500,184.0500,509
2024-01-30 17:20:00,186.5100,186.7500,186.5000,186.5000,351
2024-01-29 17:50:00,186.9600,187.0000,186.8500,187.0000,1465
2024-01-29 17:25:00,186.9600,186.9800,186.9600,186.9800,40
2024-01-12 09:50:00,163.2450,163.4800,163.2200,163.3900,49087
2024-02-02 13:35:00,186.4800,186.5300,186.3400,186.5000,13610
2024-01-22 11:25:00,172.7200,172.7400,172.5700,172.5750,42809
2024-01-22 18:35:00,173.0000,173.0000,172.8300,172.8300,2
2024-01-16 14:35:00,165.8850,165.8850,165.7700,165.7800,18689
2024-01-29 11:20:00,186.5100,186.5400,186.3300,186.3800,36514
2024-01-23 14:50:00,173.7200,173.7600,173.6500,173.7600,25299
2024-01-23 14:25:00,173.5300,173.6290,173.4800,173.6080,29909
2024-01-17 19:00:00,166.0800,166.0800,165.8000,165.8000,440050
2024-02-01 10:35:00,185.3400,185.5600,185.1900,185.2600,39756
2024-01-18 15:35:00,166.8600,166.8800,166.7600,166.7700,35361
2024-01-19 11:15:00,170.1650,170.3650,170.1250,170.3650,60665
2024-01-26 13:25:00,186.6300,186.7200,186.4400,186.5100,136756
